,rate
44755,4.5
8736,3.2
5620,3.6
28725,3.9
14384,3.1
42524,3.2
20903,3.6
6366,3.3
44484,3.2
45982,3.4
44489,3.5
28608,3.8
37225,3.6
33111,3.1
36811,4.1
29246,3.9
20581,3.8
1258,3.7
8650,4.0
32905,3.6
42773,3.8
1047,3.8
33874,4.0
45536,3.1
51210,3.0
15379,4.2
20762,3.2
9135,3.7
6212,4.2
5870,3.5
49391,3.9
8251,4.0
14998,4.1
294,4.2
37997,3.7
42884,3.8
12762,3.8
1518,3.4
14718,4.0
25477,3.7
12787,4.2
30630,3.4
47949,2.9
36480,4.1
8796,4.1
35761,3.3
19611,2.9
13049,3.7
4626,3.0
14863,3.8
26811,3.9
2115,2.8
42804,2.8
9402,3.3
30136,3.8
24074,3.3
45361,2.4
48928,3.1
28574,3.6
11373,3.2
27083,4.3
16181,3.5
347,3.6
4498,3.7
34023,3.8
5419,4.1
19787,3.6
37726,3.8
51405,3.1
12238,3.2
46193,4.0
34969,3.4
23027,3.6
51343,3.9
24873,4.0
19646,2.8
6138,4.2
2096,4.0
41526,4.8
25962,3.4
30144,3.9
50253,3.4
40168,4.0
8526,3.8
35808,4.1
46102,4.2
21894,3.7
20167,4.2
3933,3.4
8729,3.9
42786,4.1
19507,3.7
46455,3.4
28,3.3
30207,3.3
2294,3.8
26486,4.5
41553,4.1
37171,3.0
28996,3.9
11892,4.3
6331,3.2
2368,3.5
39579,2.7
9727,3.4
19861,4.5
32073,3.9
38153,4.0
41218,3.4
1174,3.5
44476,3.7
19921,3.9
32807,3.9
32448,3.6
6629,4.2
19352,3.8
44998,4.2
39666,3.1
38078,3.8
1503,3.4
24013,2.7
41058,3.0
31230,3.8
37882,3.5
15472,3.5
8084,2.9
3208,3.6
49746,3.8
38996,3.9
35235,3.4
27999,3.2
46526,3.6
8330,4.7
31083,4.3
22422,3.4
13183,3.1
15077,4.3
40301,3.4
38732,2.8
27375,3.5
41265,3.3
4898,3.1
9206,3.7
35311,3.9
35258,4.2
41411,4.0
27880,3.3
9023,4.4
26507,4.3
43418,3.1
42299,4.5
13671,3.9
31570,3.5
19470,2.9
6655,3.5
21186,3.6
19484,3.8
15127,3.5
42378,3.2
15059,3.7
38809,3.9
34832,3.8
24848,3.8
35585,3.8
21322,4.1
17357,3.4
18504,4.2
38119,4.4
39251,3.3
1506,3.1
21903,3.9
44306,3.2
5856,4.3
19720,4.5
17692,3.9
8024,3.7
12183,3.2
26920,3.6
21679,3.2
7913,4.3
14057,4.3
4658,3.8
49327,3.0
23719,3.0
5673,3.8
34791,4.4
10370,3.6
48263,4.1
41760,3.8
467,4.2
33326,4.3
11999,3.6
46281,3.2
3051,3.9
20257,4.0
41948,3.1
29018,3.7
21953,4.1
13640,2.7
2026,3.1
7173,3.5
45757,3.2
22176,3.4
48323,2.9
20204,2.8
37854,4.4
35798,3.8
49681,3.7
35422,3.6
1169,3.8
26201,4.0
10557,4.2
33710,4.0
32739,3.6
33942,4.5
37232,2.8
45952,4.0
19347,4.2
32718,3.8
18352,3.7
47598,2.5
32798,3.8
26894,3.7
38506,3.5
24145,4.0
14805,3.7
11578,4.2
25371,3.9
50261,3.8
49749,2.9
3436,3.6
47718,3.8
48476,3.1
16852,4.0
33684,4.5
9400,3.4
47784,2.8
49190,3.9
43208,3.9
22326,3.9
37121,3.8
23354,3.7
51471,2.7
14664,4.4
50095,3.3
26672,3.6
37253,3.3
15366,4.3
41990,4.0
49382,2.8
19161,3.6
49412,3.5
19613,3.4
7722,3.4
15009,3.7
12369,3.6
22988,3.9
28562,3.8
29922,3.3
36377,3.3
14344,3.4
50370,3.4
30897,3.9
18989,4.2
37736,4.2
1326,3.9
9273,3.7
20891,3.8
5480,3.1
39387,3.7
35540,3.7
35843,3.6
43451,3.8
12167,3.0
17543,3.8
37877,4.2
21956,4.0
7965,3.0
9580,3.5
5691,3.9
45739,3.3
47236,4.0
11339,3.4
48001,4.2
11242,3.7
34473,3.6
19612,3.9
41428,4.1
35661,4.1
22617,3.2
38605,3.8
23185,4.0
2964,3.8
6361,4.0
49116,3.8
29729,4.3
8620,3.8
30137,3.5
51287,3.5
14997,2.9
36686,4.2
29036,3.1
30863,3.6
51356,3.8
36580,4.4
44171,3.6
26385,3.2
41194,3.8
45654,3.9
45988,3.5
15335,3.5
17841,4.1
29322,4.2
41898,3.3
7708,4.0
28239,4.0
17190,2.8
38900,3.3
10745,3.2
45316,3.7
26203,3.2
48339,3.9
1012,3.5
50494,3.6
31167,3.4
47185,3.7
27241,2.8
471,4.1
19286,4.0
27171,4.4
40457,3.5
20261,3.7
37217,3.4
43514,3.4
16126,3.2
31075,4.5
31694,3.1
19823,3.9
9456,4.1
17958,4.1
38736,4.3
51677,2.5
26825,3.2
34093,3.8
24052,2.9
43987,3.9
34097,3.8
26282,3.8
18585,3.9
50024,3.0
46005,3.4
14211,3.1
28740,3.6
13915,3.8
33274,3.2
18538,4.0
412,3.7
146,3.0
49542,4.2
29822,3.8
43176,4.3
368,3.6
20282,4.0
18805,3.8
49752,3.1
45923,3.9
28625,3.3
9919,4.6
21910,4.3
46799,3.9
47014,3.9
3575,3.6
35844,3.5
32796,3.5
35509,4.1
31429,3.2
29408,4.2
6741,3.6
30000,3.3
33911,2.8
20098,3.7
6538,4.2
11718,3.8
27271,4.4
20454,3.7
41942,3.4
31095,4.3
2825,3.8
14663,3.7
6347,4.1
27726,2.9
33678,3.9
46187,3.7
10194,4.4
14904,3.7
47800,3.9
16448,3.8
16218,3.5
44095,3.7
50284,3.9
30236,3.5
37811,4.3
33864,4.2
49441,3.8
27355,3.7
8662,3.6
48184,4.1
31506,3.8
17099,3.5
21675,3.5
1644,3.7
18168,3.8
45437,3.4
22132,4.1
10577,4.0
42325,4.4
15649,3.8
6003,3.8
22149,3.8
25412,3.4
14602,3.8
20590,3.7
1412,4.2
39208,3.3
28664,4.2
31097,4.2
33301,4.2
13444,3.5
16531,4.0
39999,3.3
8226,2.4
15849,3.7
36515,3.5
44665,3.9
40323,3.7
38280,3.8
40287,3.9
49211,3.4
41656,3.4
25000,4.3
45329,3.7
49843,4.2
40523,3.9
39580,4.1
6692,4.1
38282,3.9
2557,3.7
39797,2.3
3358,3.9
17911,3.6
4225,3.5
4244,3.7
50484,3.6
9028,3.7
34508,3.8
26047,3.6
41250,3.8
37810,4.5
25136,3.7
40672,4.1
1798,3.9
44019,4.0
45271,3.2
14562,3.5
11285,3.1
7954,4.2
37436,3.5
49762,3.3
4233,3.2
28305,3.7
10857,3.5
11029,4.1
33733,3.1
42708,3.1
25324,4.1
14160,3.1
40029,4.1
2154,3.1
23809,4.0
37016,2.7
46635,4.0
6712,4.4
31555,3.4
38559,3.8
13805,3.6
27980,3.5
40597,2.8
49461,3.2
14413,3.2
42479,3.1
19299,3.5
25646,3.7
36810,3.9
41827,3.1
30100,4.0
19136,4.1
47994,4.4
31038,3.5
547,2.7
21233,3.4
46451,3.3
20879,4.1
416,3.7
39168,4.1
23108,3.9
9715,3.3
28751,4.1
50161,4.0
22834,3.7
38236,3.7
31204,3.9
4013,3.8
14117,3.5
7097,4.0
21196,3.5
20399,4.1
10462,3.6
4864,3.3
3846,3.0
31606,3.7
16878,3.7
22186,4.1
5521,4.2
11536,3.3
42297,4.5
8051,3.7
46383,4.1
30322,4.0
13844,3.1
22546,3.2
11637,3.9
2996,3.8
34871,3.9
10671,2.9
4166,3.7
32656,2.8
24990,3.5
16703,2.8
37449,3.6
7383,4.0
4962,3.6
22350,3.2
15492,3.5
6207,3.8
28764,3.3
31534,3.8
24545,3.5
31776,3.9
51286,3.4
25880,3.8
10198,4.5
46415,3.5
20106,2.9
14469,3.8
5293,3.8
50865,2.8
43467,2.8
41504,4.0
8337,4.5
39317,3.8
11306,3.6
23518,3.8
11675,3.9
24095,4.2
49548,3.9
14703,3.9
27007,3.6
3426,3.2
27586,3.4
12224,3.8
7626,2.9
21532,3.4
45913,4.1
32084,3.7
22736,3.8
25222,4.0
16551,3.8
2597,3.8
29523,3.7
29457,3.4
17009,4.1
1323,4.0
40566,3.6
20689,3.8
369,3.1
1991,3.0
43241,3.6
1649,3.9
28433,3.7
12865,3.2
11753,3.2
43581,3.5
32208,3.8
9487,3.0
28993,3.9
30444,3.3
18278,3.4
9411,2.8
40934,3.6
29045,3.3
1050,3.9
51107,4.3
36241,3.4
43495,3.8
42515,4.1
42471,4.0
12110,3.8
28408,4.6
38285,3.7
2393,4.1
6016,3.3
13154,3.1
14568,3.0
36440,4.3
51320,3.6
24432,3.7
45214,3.7
25938,3.8
27156,4.0
47400,3.6
16797,4.3
420,4.0
15942,3.4
9814,4.5
47539,3.1
43363,4.3
25436,3.7
9879,3.8
24073,2.9
5353,3.5
8929,3.9
45504,4.1
21598,3.9
24673,4.2
25376,2.9
30152,3.0
2397,3.7
28901,3.7
1504,4.0
18135,3.8
14370,3.1
46642,3.5
30684,3.6
18216,3.6
1346,3.4
28626,3.5
17966,3.6
8685,3.8
4194,3.8
18016,3.7
423,3.0
29712,3.1
1289,3.5
22794,4.1
40204,3.7
6941,4.5
10441,3.8
47009,3.8
29539,3.6
47525,2.9
6625,4.2
22014,3.6
9660,3.3
33221,4.1
13487,2.9
8992,3.7
6066,4.3
50290,3.8
20539,3.7
35706,3.7
12015,3.8
45371,4.2
18316,3.8
47870,4.1
43412,3.6
50373,3.6
43826,4.2
19132,4.1
18531,4.1
3957,3.8
3028,4.0
27482,3.5
50852,3.7
18199,3.9
12698,4.0
3765,4.7
8851,3.7
14268,4.0
20051,3.6
46407,3.3
48538,3.5
47351,3.1
12873,3.6
10975,3.9
4126,3.7
27000,4.5
37827,4.2
17998,3.7
27094,3.4
36430,4.5
37541,4.8
43082,3.7
29651,3.6
12715,3.8
12697,4.2
19019,3.0
17720,4.3
168,3.2
16648,3.8
10378,3.5
41007,2.8
28843,3.7
11125,4.1
14084,3.7
29984,3.6
38046,3.3
27933,3.5
3514,4.4
40933,2.8
40957,3.2
18603,3.4
40236,3.2
2546,4.2
32622,4.3
22261,4.0
3183,3.9
38658,4.1
1290,3.6
9892,3.8
4698,3.8
49907,3.9
7339,3.4
1143,4.4
49541,4.3
31795,3.1
47744,4.1
39319,3.1
21105,3.8
20251,3.8
42885,3.3
2587,3.8
1488,3.2
41825,3.3
41018,2.7
22711,3.9
34016,4.1
27247,3.3
48143,2.6
16396,3.9
50218,4.0
873,3.8
19782,3.5
15834,3.5
31551,2.8
31459,4.3
35040,3.7
2377,3.0
50908,3.3
26900,4.2
44962,3.9
43163,3.5
51231,3.0
3427,3.9
21739,4.3
2619,3.6
10899,4.4
11432,3.1
42149,4.0
44122,3.6
37709,3.3
19318,4.1
26736,4.0
34724,4.7
47177,4.3
43245,4.2
1651,3.9
46101,4.3
42959,3.7
16264,3.1
43596,3.5
4615,3.6
37739,4.1
45035,3.3
51040,4.5
11549,4.3
42402,4.1
26524,4.2
24097,3.9
7842,3.9
42248,4.1
8013,3.3
51313,4.3
673,3.7
3337,4.4
14884,4.3
36468,4.1
16130,3.5
17826,2.9
39396,4.3
13442,4.0
12532,4.1
15413,4.0
3483,4.1
26503,3.8
3771,4.0
10484,3.8
29305,4.1
29966,4.3
9017,3.7
14088,3.1
4570,3.6
25447,3.8
24908,3.6
48617,3.8
51391,3.7
13975,4.5
23498,3.3
7171,2.7
9003,3.8
30868,3.6
14984,3.5
3669,3.7
22072,3.5
28589,3.1
23485,2.9
34992,3.8
27305,3.6
10065,3.2
50021,3.1
40063,3.8
28480,4.1
36029,3.9
40295,4.0
36242,3.0
39593,3.6
3991,3.7
33950,4.4
411,3.8
30838,3.3
39823,2.9
301,3.6
37691,3.9
23708,3.8
44618,3.3
39610,3.3
38587,4.4
45222,3.2
30909,3.8
26130,3.9
34276,3.6
27135,4.0
21915,3.4
29699,3.6
39992,3.2
40184,3.9
14507,3.3
1158,3.9
38115,3.8
32667,3.9
8322,3.7
24170,3.8
21603,3.2
37536,3.3
4850,3.7
13612,3.4
47122,3.9
50931,4.0
47101,3.3
38622,3.9
3731,2.8
11137,3.3
25947,3.2
1846,3.8
7550,3.5
1397,3.3
38016,2.8
42653,2.8
36558,3.1
33126,4.0
45717,3.7
34525,2.8
26837,4.2
38006,4.3
37915,3.8
18698,4.4
6599,2.9
6555,3.9
6649,4.0
704,3.7
38146,4.2
21374,3.6
10393,4.5
40592,3.6
17332,3.3
30985,3.7
38620,4.6
20067,4.1
36121,4.0
17075,3.6
48620,3.8
15605,4.1
12835,3.3
44110,3.4
50482,2.7
15087,3.8
7778,3.2
11465,3.9
17561,4.3
14353,3.5
7840,3.3
6803,2.9
2818,3.9
30408,3.0
22846,3.3
34147,2.8
33897,3.0
5574,3.3
11307,2.9
46780,3.3
9148,3.8
22227,4.2
33835,3.7
37057,3.1
22331,3.6
21721,3.4
20160,3.9
642,3.9
51022,3.2
21982,3.9
17708,3.9
16304,3.8
24152,3.0
29232,4.3
3929,3.4
26609,3.7
14654,3.1
7715,3.6
36601,3.7
23961,3.6
14608,3.3
45402,4.0
30294,3.2
19758,2.5
19671,3.8
31965,3.7
24252,3.6
48661,2.9
38547,3.6
45801,4.6
10417,3.9
4219,3.3
33714,4.1
50976,3.0
26698,4.2
2150,2.8
51324,3.8
44456,3.7
32032,4.0
8241,2.4
38700,4.1
42774,4.1
46778,3.7
24961,3.7
20221,3.9
26971,3.6
7759,4.3
25770,2.8
22095,3.6
24615,3.6
17791,4.2
29898,3.7
15767,3.4
15332,3.5
12412,3.9
13250,3.9
38491,3.6
49513,3.1
30069,4.3
47390,3.7
48894,4.4
37800,4.1
29475,4.0
23533,3.9
24154,3.7
14969,3.8
16590,3.2
26552,4.4
50227,3.9
30255,4.0
14478,3.0
1337,3.3
51035,3.9
43986,4.0
39197,3.7
14715,3.5
13045,3.5
16969,4.2
7704,4.0
49209,3.6
26776,3.9
24443,3.2
48590,4.1
34904,3.9
22900,3.3
41764,3.3
8627,3.1
3497,3.6
30555,3.7
20983,3.6
20798,3.8
8020,2.2
2274,4.0
15216,3.5
11042,3.3
27099,3.7
32254,4.4
22115,3.7
8146,3.7
39824,3.7
6697,4.0
22829,3.4
27528,3.9
30145,3.5
23553,3.5
46440,4.0
9143,3.9
13097,3.6
2438,2.6
50285,3.5
10851,3.5
47812,3.8
50511,3.7
16223,4.4
38936,3.9
17060,3.9
48016,3.9
5682,3.3
18536,3.5
36470,3.9
50086,4.1
16451,4.0
43414,2.5
6727,3.5
6694,4.2
36589,3.8
39891,3.3
49136,3.2
5578,3.4
43179,3.9
8456,3.7
7428,3.3
48218,4.4
30521,3.5
35210,3.3
33027,4.0
3256,3.7
25986,4.4
51319,3.6
10140,3.4
39947,3.8
47643,3.9
37731,4.1
13123,4.0
2221,3.6
11278,2.8
15468,3.8
47964,3.8
6405,3.7
7055,4.5
35138,3.4
37070,3.0
35533,3.6
15607,4.2
8555,3.1
2827,4.0
7390,3.3
15595,3.7
27168,4.1
17512,4.3
34538,3.3
20693,3.6
40545,3.1
13288,3.5
2126,3.4
46288,3.9
44958,3.1
21200,3.9
8459,4.0
35127,3.8
14993,3.5
17379,3.8
40913,3.8
5694,4.2
11041,4.2
34109,2.9
44345,3.5
38058,3.9
27336,4.0
4617,2.9
44887,3.3
19181,3.8
50380,4.0
14354,2.7
22957,3.3
8577,4.0
17480,3.7
5150,3.8
5140,3.5
9637,3.3
2049,3.4
45684,3.6
8407,3.4
22257,3.2
36897,3.6
15432,3.1
39204,4.0
34163,3.5
2710,3.7
25281,2.7
11281,3.1
45585,3.8
11992,2.9
36864,3.8
29734,2.8
33373,3.5
15051,3.2
14266,3.5
22374,4.3
35517,3.5
19953,3.8
23194,4.1
34722,3.0
28105,3.9
21596,3.5
18333,2.8
14677,3.0
29704,3.7
14791,4.5
34332,3.5
3374,2.8
26963,3.7
6547,3.8
29134,3.5
45216,3.8
42302,3.6
22233,3.3
20527,3.6
36561,3.3
12807,3.0
11158,3.1
11223,3.9
5205,4.5
34854,3.5
18251,3.8
39142,4.2
5409,3.7
41268,3.0
618,2.7
19183,3.8
2280,3.7
35413,3.9
35493,4.4
45758,4.0
41449,4.0
24719,3.9
1079,3.4
10407,3.5
45836,4.3
16830,4.5
46989,4.2
6338,3.7
37637,4.2
42077,2.9
21821,4.1
34891,3.9
35880,3.6
32749,3.8
30332,3.2
42392,4.0
41193,3.7
25395,3.7
2944,4.1
47257,3.8
38354,3.1
45785,3.2
4592,3.7
24902,4.0
42233,4.5
29513,3.6
18828,2.4
867,3.1
34811,4.1
49708,3.4
31717,3.7
13479,3.8
39470,3.5
23899,4.5
12108,3.8
26835,3.9
46357,4.0
51145,4.1
14058,4.0
41886,3.2
42734,4.0
43017,3.7
21856,3.9
5818,3.0
36022,4.4
7680,3.4
25336,3.9
34839,2.9
35742,3.4
49458,4.0
47723,3.5
29637,3.7
14194,3.4
30215,3.9
49411,3.5
24007,3.9
16139,3.3
50283,3.9
9475,3.3
50389,3.2
47239,4.0
24090,2.7
48258,4.1
19335,4.3
29061,3.9
24561,3.1
48933,3.8
43058,4.3
3349,3.9
16191,4.3
6930,3.1
38549,4.7
29537,3.9
10916,4.4
51074,3.9
2607,4.1
6922,3.1
10962,4.0
26696,4.1
46377,4.1
32830,3.5
4868,2.9
34968,4.5
33923,4.6
27875,3.5
46199,4.0
19691,4.2
48457,3.2
43032,3.6
17653,4.0
12230,3.1
17942,4.2
6859,3.6
4644,2.9
29509,3.9
20048,3.6
50967,3.8
20083,3.8
16658,3.1
3560,3.7
31661,2.8
35722,2.6
38125,3.9
34477,3.3
8331,4.5
12115,3.5
41983,4.4
3103,4.0
39303,3.5
31483,3.5
32009,3.7
24676,4.1
3881,3.7
38489,3.9
18681,4.3
1676,3.2
36720,4.3
28549,4.1
16808,3.8
47619,3.7
34055,3.7
28360,4.1
10549,3.7
15700,2.8
46341,3.5
8757,3.5
14831,2.7
28236,4.0
13491,3.7
19757,3.7
20237,3.9
10263,4.6
34734,4.9
16352,3.0
47655,3.8
16507,3.8
10356,3.2
36973,3.9
19291,4.0
33335,3.8
24002,2.9
20005,3.8
1921,3.6
38246,3.9
3077,4.0
29275,3.9
503,3.8
6402,3.5
43556,4.0
19839,4.2
18600,3.5
43085,3.8
32962,3.4
49683,3.7
21593,3.8
25189,3.7
31284,4.1
5139,4.0
7410,3.2
5775,3.4
2039,3.3
12883,4.0
33098,3.6
22179,3.8
14046,4.7
37194,3.8
30248,3.7
28847,3.0
47690,3.1
4920,3.2
50435,3.7
8955,3.9
48005,3.9
9473,3.2
38189,4.0
33711,3.9
49303,3.0
6349,3.9
1534,3.0
45762,3.7
44071,4.3
10289,3.9
17004,3.8
19087,3.3
27279,3.8
32785,4.2
36749,4.2
38775,2.9
209,3.9
22833,3.7
10509,3.5
38499,4.0
18472,3.7
41122,3.8
29860,4.0
40809,3.3
35848,3.6
50835,3.6
37794,4.3
28662,4.5
11732,3.7
30193,3.4
38177,3.9
51619,3.8
49475,3.6
29998,3.8
31678,3.9
11674,4.2
281,3.7
3110,3.2
42470,3.7
11888,3.5
11525,3.9
3058,3.3
17438,3.4
44787,3.0
24406,3.4
37433,4.0
45895,3.7
51109,4.0
14837,3.4
2085,3.2
4155,4.0
3552,4.1
4806,4.5
24177,3.6
31192,3.6
27559,3.9
19398,4.1
38992,3.9
3099,3.7
21502,3.4
9074,4.2
5122,3.3
46960,4.9
14733,4.2
8432,4.1
28307,4.3
22569,3.9
11461,4.6
50397,3.9
7200,3.7
18895,3.7
19142,4.3
1046,4.1
12530,4.1
2518,4.1
39506,3.8
9111,4.4
22745,3.7
11211,3.0
19640,3.9
43828,4.2
44496,2.7
16017,3.6
43850,4.3
38424,3.5
5485,3.8
3070,3.6
46139,4.0
6561,3.1
39409,4.5
28624,3.8
27034,3.4
25311,4.1
3031,3.5
13669,2.9
21818,4.1
41131,3.6
44445,3.7
17363,4.3
31707,3.8
26136,3.8
20263,3.7
2657,3.6
5839,4.3
18004,3.9
43045,3.4
37964,4.2
1001,3.3
20682,3.7
32383,3.7
40504,4.4
15709,3.3
43073,4.1
39349,4.2
34175,3.3
5876,3.7
46802,3.9
30108,3.5
42056,3.2
554,3.9
30037,3.7
26545,3.6
21172,3.9
31488,3.6
35536,4.1
30026,3.1
10657,3.1
26597,3.7
23389,2.9
41803,3.7
44730,4.0
28618,3.6
36659,3.4
12673,4.1
29341,4.1
49247,3.2
21552,3.9
28590,2.7
28649,3.6
8561,4.6
6147,4.1
10904,4.1
49866,4.1
13729,3.6
30259,3.4
4988,4.4
27637,3.6
9319,4.1
15425,3.5
2712,3.9
18892,3.1
30587,3.7
30050,3.8
5061,4.3
28844,3.0
2855,4.1
34809,4.2
12657,4.1
17873,2.8
25274,3.6
40720,3.8
12149,3.8
3116,3.7
36763,4.1
22812,3.7
26478,3.8
4025,3.8
3377,3.6
16547,3.0
29593,3.6
38323,3.9
13657,3.9
7801,2.3
8090,3.4
41113,2.9
16615,3.7
6778,4.0
21892,4.3
1187,4.2
25301,3.6
10578,3.6
24239,4.4
2909,3.9
25449,3.7
15007,3.6
49970,3.5
5555,3.4
10670,3.1
43212,4.2
11123,3.5
8887,3.9
16874,3.6
35308,4.0
2786,4.1
39160,4.2
17138,3.7
5469,3.8
41720,3.5
31301,4.2
14024,3.3
32082,3.8
36476,3.4
15581,3.5
36840,3.3
39919,2.5
44438,4.0
28641,3.3
16934,3.1
24745,3.4
12699,2.0
32429,4.3
4653,3.4
26509,4.0
44956,4.0
43780,3.2
4707,3.7
2083,4.2
4275,3.0
32822,3.3
38633,4.2
22862,3.1
40524,3.6
35876,3.0
253,4.1
21574,3.4
22140,3.6
2756,3.8
2350,2.9
11642,4.3
7511,3.8
7372,3.7
16653,3.0
49233,4.6
10475,2.9
16458,3.5
2832,3.1
24258,3.6
50531,4.0
5545,4.2
49979,3.3
41631,3.6
38440,4.4
28406,4.3
45603,3.5
537,4.0
10338,3.2
1826,3.1
37900,3.7
50292,4.1
26142,4.0
39065,2.9
49754,3.7
36209,3.6
10143,3.1
30456,3.6
40374,3.3
14139,3.5
24386,3.1
15514,3.8
29459,4.1
23196,4.0
36870,3.5
50337,3.7
39240,3.7
12764,3.3
16900,3.7
6002,3.8
4477,3.6
39412,4.0
37293,2.8
8248,4.7
17491,4.3
51150,3.6
16398,3.6
51036,4.4
43030,3.5
48010,3.9
40205,3.7
47217,4.2
6118,4.1
7970,3.6
30437,3.7
17290,3.7
17024,4.0
18903,3.4
7420,3.0
38172,3.8
4822,4.5
22657,2.9
49639,4.3
48320,2.8
12007,3.4
21055,4.1
35001,3.3
35495,3.9
12900,3.6
10080,3.3
13644,3.1
43252,4.6
47546,4.0
43655,2.5
34173,3.6
905,3.9
29093,3.1
7174,3.6
10870,4.4
10231,3.3
41277,3.6
41253,3.5
29140,3.7
33907,3.5
33914,4.6
19137,4.0
27952,3.4
32059,4.4
19237,3.2
33021,3.4
19890,4.0
24963,3.3
14285,2.8
11433,3.8
32249,4.0
7728,3.4
46066,4.3
42779,3.2
20673,3.5
24035,4.5
34515,2.6
34943,3.0
8803,4.0
5232,4.0
11491,4.0
2938,4.1
19893,2.9
35593,4.3
23109,3.6
11385,2.9
39686,3.2
18614,4.0
36898,3.1
34217,4.0
13574,3.6
24388,3.4
14604,3.1
12481,3.9
18002,3.9
29330,4.3
26868,4.1
38977,3.9
12099,3.1
14935,4.2
7404,3.1
5016,2.9
43742,3.8
13304,4.4
41270,3.9
29091,2.9
31084,3.8
5744,3.3
16776,3.7
19278,4.2
12410,4.1
12125,3.7
40783,3.6
36400,4.1
47537,2.8
8021,3.6
7918,3.8
20197,4.1
9045,3.7
26989,4.3
9989,3.5
48226,4.1
18556,3.8
38660,4.3
1444,4.3
12809,3.1
43050,4.1
33775,3.8
2073,3.8
10542,3.9
9266,4.2
43664,3.3
21811,3.6
30825,3.6
7358,3.6
11995,4.1
27924,3.3
1076,3.8
44501,3.3
18786,4.2
7889,4.6
28816,3.8
23886,4.3
38596,4.1
34282,2.8
27613,3.8
3006,3.7
29555,3.6
14888,3.9
49982,3.7
39357,4.1
2029,3.3
36255,3.6
6125,4.0
40117,4.1
18194,4.2
23104,3.4
39933,3.7
51695,4.2
33518,3.5
24977,3.6
34224,3.7
11806,3.8
19496,3.9
43512,3.3
7858,3.9
47534,4.2
35818,4.1
27411,3.5
48695,3.4
23036,4.1
27119,4.2
34376,3.6
20935,3.3
39845,3.4
4030,4.2
14699,4.1
5965,3.5
18982,4.0
34802,4.0
12331,4.4
42075,2.4
8483,3.5
17719,3.6
29541,3.1
25550,4.1
20978,3.2
9933,3.4
11739,4.3
48162,4.2
7771,3.9
25712,4.1
47582,3.4
45091,3.6
42971,3.3
24010,3.9
27221,2.8
1072,4.0
3949,3.7
35002,2.9
10429,3.8
14355,3.6
3138,3.5
39306,3.3
13454,4.1
23999,4.1
12262,3.5
47397,3.6
31698,3.9
12724,3.1
19680,2.9
12261,3.3
29381,3.8
32995,3.6
1545,3.3
44653,3.9
8471,3.4
32766,3.8
27017,3.1
2583,3.9
34448,4.0
12228,4.1
35253,3.6
36848,4.2
10580,3.4
1272,3.1
40689,4.2
14501,3.0
17149,3.6
45555,4.3
26468,3.2
35877,3.3
7413,4.2
37898,3.9
632,4.7
3872,4.1
50136,3.9
50704,3.7
30988,4.1
17710,3.1
42407,4.7
38161,3.7
32781,3.1
5740,3.5
45981,2.9
26474,3.1
33069,3.9
16485,4.2
885,3.7
18792,3.9
37771,3.9
34079,4.1
12320,4.4
10999,3.9
49684,3.8
384,3.7
9306,3.5
35898,3.7
50496,3.6
47427,4.6
3310,3.7
19639,4.2
16199,4.0
14523,3.2
5463,3.0
8661,3.9
42026,2.6
33080,4.4
33351,4.3
32867,3.4
18598,3.3
49428,3.0
33628,3.1
34507,3.6
15890,3.7
43597,3.9
13278,3.3
39696,3.7
20502,3.7
41445,3.7
40334,4.5
20500,3.2
49552,3.8
51290,3.8
37905,3.6
4708,3.7
23674,3.4
37981,3.7
3044,3.6
42832,3.6
15225,3.8
44441,3.9
29519,3.9
23633,3.7
49773,3.5
40987,3.8
14225,3.1
1952,4.0
26940,4.1
40502,4.3
29495,4.1
32347,3.7
9490,3.7
21985,3.9
4934,4.0
26684,4.6
48729,3.2
26179,4.1
36364,3.5
13980,2.8
47868,2.9
6857,4.0
7654,2.8
5959,4.0
9906,3.6
6227,3.1
20325,4.0
17655,3.3
45054,3.1
47244,3.8
43269,3.8
25768,3.1
20021,3.9
50611,3.1
47897,3.4
2610,4.2
32185,4.1
36583,4.5
16991,4.0
31624,3.3
3043,3.8
27597,4.4
19494,4.2
29907,3.1
37361,3.7
7925,4.3
5587,4.0
20982,3.6
41261,3.6
26722,2.9
26217,3.7
39551,3.6
33815,4.2
10202,4.2
31411,3.7
34412,3.8
2360,3.2
47416,3.0
14958,3.1
19872,3.6
49563,2.9
49603,4.1
20605,3.4
11007,3.7
1248,3.3
8847,4.2
50061,4.6
48428,4.4
48137,3.3
35026,4.3
17661,3.2
1791,3.5
27365,3.4
8636,4.0
40106,4.3
47658,4.1
36791,3.8
27269,3.7
43299,4.3
5027,3.7
11070,4.0
31858,3.4
12042,3.8
41743,3.7
46633,3.9
24380,3.6
6218,3.6
24293,3.7
38542,4.0
1165,3.5
18924,3.2
7991,3.1
26189,4.0
38673,4.3
29920,3.4
46909,3.6
35184,4.0
18883,3.8
39834,4.0
733,3.3
37787,3.6
32677,3.6
26593,4.1
28988,3.8
38496,3.5
21188,3.7
49914,3.3
20917,3.5
37855,4.6
50044,3.1
49910,3.6
42674,3.8
36689,4.4
39122,4.4
16522,3.8
20077,3.6
20636,3.5
22866,3.2
3612,3.6
1048,3.7
30864,3.8
3555,3.7
25726,4.2
13381,2.5
6650,3.8
13397,3.0
6761,3.6
43074,4.2
